City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kegeyli shahar,42.7767,59.6078,41.05,14,86,1.11,UZ,1690297411
365,le vauclin,14.5452,-60.8388,27.03,89,75,4.63,MQ,1690297412
366,huron,41.1501,-82.5499,25.66,79,0,2.75,US,1690297223
367,"laikit, laikit ii (dimembe)",1.4792,124.9735,26.47,69,40,6.69,ID,1690297413
368,ust-tsilma,65.441,52.1498,16.68,89,99,2.57,RU,1690297413
369,queenstown,-31.8976,26.8753,14.66,16,100,3.1,ZA,1690297413
370,yarkovo,57.4028,67.0786,19.21,78,73,1.76,RU,1690297414
371,vadso,70.0744,29.7487,10.49,93,100,4.63,NO,1690297414
372,cape canaveral,28.4058,-80.6048,33.04,71,8,2.11,US,1690297414
373,cabo san lucas,22.8909,-109.9124,29.17,81,35,0.89,MX,1690297197
374,takanabe,32.1333,131.5,27.94,91,51,1.27,JP,1690297415
375,n'zeto,-7.2312,12.8666,23.42,74,25,3.93,AO,1690297415
376,barysh,53.6553,47.1123,21.18,71,74,5.13,RU,1690297416
377,ribeira brava,32.65,-17.0667,25.35,80,73,1.32,PT,1690297416
378,lukoyanov,55.0277,44.4786,20.58,82,89,4.48,RU,1690297307
379,qarqaraly,49.4058,75.4742,20.94,41,44,7.83,KZ,1690297417
380,abeche,13.8292,20.8324,38.01,25,40,7.72,TD,1690297417
381,turbat,26.0023,63.044,30.4,72,92,5.08,PK,1690297417
382,sarupathar,26.1984,93.8094,26.15,94,100,0.86,IN,1690297418
383,koulamoutou,-1.1303,12.4736,34.25,36,54,1.56,GA,1690297418
384,wuwei,37.9281,102.6414,27.93,25,96,3.03,CN,1690297418
385,tutayev,57.8853,39.5406,20.48,60,54,1.98,RU,1690297419
386,pavilosta,56.8879,21.1859,18.95,79,4,6.76,LV,1690297419
387,bathsheba,13.2167,-59.5167,27.34,89,40,5.14,BB,1690297419
388,champua,22.0833,85.6667,26.35,83,99,4.23,IN,1690297420
389,salekhard,66.53,66.6019,19.71,78,100,3.61,RU,1690297257
390,cotonou,6.3654,2.4183,27.99,83,40,5.66,BJ,1690297159
391,boguchany,58.3814,97.4531,17.02,95,50,1.31,RU,1690297421
392,carbonear,47.7332,-53.2148,27.64,70,100,4.64,CA,1690297421
393,mariental,-24.6333,17.9667,29.28,11,28,10.38,NA,1690297421
394,springbok,-29.6643,17.8865,19.19,21,96,1.17,ZA,1690297422
395,pohja,60.0963,23.5276,22.41,68,100,2.85,FI,1690297422
396,kalajoki,64.25,23.95,17.17,73,79,2.71,FI,1690297422
397,tesechoacan,18.1333,-95.6667,25.04,93,97,5.58,MX,1690297423
398,karungdong,5.8844,121.263,27.78,85,62,4.49,PH,1690297423
399,frenda,35.0654,1.0495,32.43,17,2,6.41,DZ,1690297423
400,kievka,50.2619,71.5514,24.02,32,100,3.55,KZ,1690297424
401,aoulef,26.9667,1.0833,47.09,3,0,7.43,DZ,1690297424
402,progreso,21.2833,-89.6667,30.62,67,47,3.73,MX,1690297425
403,itapaci,-14.9508,-49.5494,30.65,28,3,3.04,BR,1690297426
404,orizona,-17.0314,-48.2958,25.97,39,6,5.03,BR,1690297427
405,yangambi,0.8102,24.4336,23.04,91,70,1.3,CD,1690297428
406,ulety,51.3572,112.4849,14.89,88,46,0.38,RU,1690297428
407,praia,14.9215,-23.5087,30.3,62,20,7.72,CV,1690297428
408,moka,36.4333,140.0167,27.81,66,24,1.65,JP,1690297366
409,el granada,37.5027,-122.4694,19.92,88,100,5.14,US,1690297429
410,praia da vitoria,38.7333,-27.0667,24.31,78,40,4.31,PT,1690297430
411,mahdia,35.5047,11.0622,47.97,19,3,5.86,TN,1690297430
412,sangmelima,2.9333,11.9833,24.84,87,84,1.25,CM,1690297435
413,elliot,-31.3333,27.85,12.8,16,100,0.9,ZA,1690297436
414,jerome,42.7241,-114.5186,22.05,29,0,4.92,US,1690297219
415,messaad,34.1543,3.5031,41.44,6,0,6.23,DZ,1690297436
416,rouissat,31.9243,5.3502,46.04,6,0,7.72,DZ,1690297437
417,wichita falls,33.9137,-98.4934,34.12,39,0,8.23,US,1690297437
418,montepuez,-13.1256,38.9997,26.04,25,55,2.74,MZ,1690297437
419,afaahiti,-17.75,-149.2833,25.93,82,5,7.27,PF,1690297443
420,gero,-8.7039,121.1881,21.0,92,82,1.88,ID,1690297443
421,whakatane,-37.9585,176.9854,9.32,97,100,12.71,NZ,1690297261
422,pursat,12.3333,103.6667,24.82,86,100,1.27,KH,1690297444
423,bopolu,7.0667,-10.4875,23.33,96,100,1.22,LR,1690297444
424,saipan,15.1355,145.701,28.39,100,75,5.14,MP,1690297445
425,beira,-19.8436,34.8389,20.05,100,100,5.36,MZ,1690297445
426,tamanrasset,22.785,5.5228,36.95,8,0,4.12,DZ,1690297446
427,borogontsy,62.6683,131.1683,14.61,75,2,1.63,RU,1690297446
428,coyhaique,-45.5752,-72.0662,0.97,93,75,2.06,CL,1690297446
429,mufumbwe,-13.6833,24.8,29.36,15,3,3.24,ZM,1690297447
430,gunjur,13.2019,-16.7339,32.04,74,75,5.14,GM,1690297448
431,ilog,10.0266,122.7684,26.18,88,100,6.78,PH,1690297448
432,jalqani,12.4486,34.2186,30.95,50,99,3.95,SD,1690297449
433,santa lucia,27.9117,-15.5407,22.62,57,20,12.86,ES,1690297341
434,geraldton,-28.7667,114.6,13.23,100,100,2.57,AU,1690297450
435,al wafrah,28.6392,47.9306,43.52,6,9,2.7,KW,1690297450
436,peterhead,57.5058,-1.7981,16.22,66,21,7.03,GB,1690297451
437,moose jaw,50.4001,-105.5344,24.15,57,75,3.6,CA,1690297452
438,meadow lake,34.8014,-106.5436,30.67,29,9,4.05,US,1690297452
439,kabalo,-6.05,26.9167,35.34,17,13,2.78,CD,1690297453
440,okhotsk,59.3833,143.3,13.48,89,80,2.8,RU,1690297453
441,kolonia,50.9333,6.95,19.97,60,0,5.66,DE,1690297258
442,rongelap,11.1635,166.8941,28.58,72,88,6.9,MH,1690297454
443,baki,-7.6128,110.7839,22.64,85,26,3.29,ID,1690297454
444,mili,6.0815,171.735,27.96,78,44,3.07,MH,1690297454
445,ione,38.3527,-120.9327,29.82,35,0,0.0,US,1690297207
446,aripuana,-9.1667,-60.6333,33.55,29,0,1.64,BR,1690297455
447,paramonga,-10.6667,-77.8333,21.19,74,72,3.62,PE,1690297455
448,buta,2.7858,24.73,24.78,91,100,0.94,CD,1690297456
449,siwa oasis,29.2041,25.5195,39.38,9,0,10.43,EG,1690297456
450,mundri,-6.9558,111.71,24.32,79,67,3.23,ID,1690297457
451,miyaly,48.8844,53.7836,20.18,84,100,4.43,KZ,1690297457
452,kawerau,-38.1,176.7,9.1,96,100,4.04,NZ,1690297381
453,inirida,3.8653,-67.9239,23.53,97,100,1.2,CO,1690297457
454,dipayal,29.2608,80.94,25.62,94,100,0.27,NP,1690297458
455,prescott valley,34.5894,-112.3252,30.53,49,20,0.0,US,1690297458
456,kalevala,65.2,31.1667,14.16,87,100,1.95,RU,1690297458
457,kralendijk,12.15,-68.2667,26.99,94,75,4.12,BQ,1690297459
458,mamuju,-2.6748,118.8885,25.81,82,33,1.8,ID,1690297459
459,maun,-19.9833,23.4167,29.98,16,0,4.12,BW,1690297459
460,waverly,42.7392,-84.6208,26.09,72,0,1.85,US,1690297460
461,saudarkrokur,65.7461,-19.6394,11.56,79,68,3.6,IS,1690297460
462,mata-utu,-13.2816,-176.1745,26.44,77,99,7.84,WF,1690297460
463,angaur state,6.906,134.13,27.61,80,100,3.93,PW,1690297461
464,caleta de carquin,-11.0925,-77.6267,20.98,74,59,3.38,PE,1690297461
465,liuhe,42.2401,125.7172,20.77,94,100,1.76,CN,1690297461
466,zary,51.6421,15.1373,21.3,60,100,1.34,PL,1690297462
467,miles city,46.4083,-105.8406,29.54,34,0,7.2,US,1690297462
468,guarapari,-20.6667,-40.4975,24.38,83,82,2.54,BR,1690297248
469,glace bay,46.1969,-59.957,29.76,54,40,3.09,CA,1690297463
470,bodo,67.28,14.405,20.53,71,20,4.12,NO,1690297463
471,kencong,-8.2833,113.3667,22.98,93,76,1.78,ID,1690297463
472,farafangana,-22.8167,47.8333,21.56,74,1,5.99,MG,1690297463
473,katsuren-haebaru,26.3369,127.8719,30.78,70,39,8.23,JP,1690297464
474,darwin,-12.4611,130.8418,15.99,59,0,2.06,AU,1690297464
475,nadym,65.5333,72.5167,21.87,67,100,2.48,RU,1690297464
476,puerto armuelles,8.2833,-82.8667,27.83,70,100,1.34,PA,1690297440
477,taltal,-25.4,-70.4833,15.61,75,21,2.12,CL,1690297221
478,jirja,26.3383,31.8916,41.12,14,0,3.09,EG,1690297465
479,galliano,29.4422,-90.2992,32.0,62,0,1.54,US,1690297466
480,port blair,11.6667,92.75,25.02,94,100,2.06,IN,1690297466
481,northwood,40.4728,-83.7324,25.43,93,0,0.0,US,1690297466
482,tanjung pandan,-2.75,107.65,25.25,86,3,3.02,ID,1690297467
483,khandyga,62.6667,135.6,15.96,98,51,1.98,RU,1690297467
484,lent'ekhi,42.7856,42.7261,22.38,84,90,1.48,GE,1690297467
485,yelizovo,53.1873,158.3805,16.08,82,75,1.0,RU,1690297468
486,howard springs,-12.497,131.047,15.95,29,8,3.92,AU,1690297468
487,moussoro,13.6408,16.4901,38.09,27,55,6.01,TD,1690297468
488,hovd,48.0056,91.6419,21.72,33,3,1.42,MN,1690297469
489,constantia,44.1833,28.65,34.38,58,25,11.34,RO,1690297469
490,anthony,32.004,-106.6058,32.25,24,0,4.63,US,1690297474
491,griffith,41.5284,-87.4237,28.41,60,0,1.54,US,1690297431
492,san luis ixcan,15.7872,-91.095,27.84,67,85,1.47,GT,1690297476
493,zambezi,-13.5432,23.1047,30.44,12,3,2.9,ZM,1690297476
494,pujehun,7.3581,-11.7208,23.22,95,100,1.76,SL,1690297477
495,verkhnevilyuysk,63.4453,120.3167,16.23,61,28,1.81,RU,1690297477
496,shekhupura,31.7131,73.9783,32.03,64,100,1.33,PK,1690297477
497,chadan,51.2833,91.5833,16.66,60,53,1.28,RU,1690297478
498,lockwood,45.8191,-108.4149,25.91,58,75,3.6,US,1690297359
499,maricopa,33.0581,-112.0476,37.3,33,40,2.06,US,1690297201
500,raja,8.4596,25.678,30.04,58,83,1.48,SS,1690297478
501,hatta,24.1167,79.6,31.34,64,100,1.21,IN,1690297479
502,kapuskasing,49.4169,-82.4331,22.05,56,75,5.14,CA,1690297484
503,mbake,14.7903,-15.908,34.57,45,59,0.72,SN,1690297484
504,gornozavodsk,58.3758,58.3211,17.43,73,94,1.56,RU,1690297485
505,bardai,11.65,7.2333,32.04,44,8,2.61,NG,1690297423
506,heihe,50.2441,127.4902,19.32,82,100,1.9,CN,1690297485
507,auch,43.65,0.5833,24.58,77,81,1.34,FR,1690297485
508,gedern,50.4333,9.2,17.61,86,100,1.67,DE,1690297486
509,vodnyy,63.5046,53.4095,17.82,69,91,1.96,RU,1690297486
510,mastic beach,40.7668,-72.8521,29.16,79,20,3.6,US,1690297486
511,enewetak,11.3474,162.3373,28.27,78,68,7.11,MH,1690297487
512,ataq,14.5377,46.8319,32.83,37,100,3.39,YE,1690297487
513,san clemente del tuyu,-36.3569,-56.7235,13.88,80,97,5.35,AR,1690297487
514,ilebo,-4.3167,20.5833,37.59,19,30,1.61,CD,1690297487
515,huilong,31.8111,121.655,28.85,90,93,6.01,CN,1690297488
516,alesund,62.4723,6.1549,17.17,84,75,6.17,NO,1690297488
517,katsuura,35.1333,140.3,25.12,92,98,3.61,JP,1690297488
518,rustenburg,-25.6676,27.2421,20.95,40,41,4.51,ZA,1690297288
519,galesong,-5.3166,119.3661,24.01,80,29,3.79,ID,1690297489
520,aldan,58.6031,125.3894,14.78,81,79,1.3,RU,1690297489
521,fale old settlement,-9.3852,-171.2468,28.27,76,40,8.16,TK,1690297490
522,kamaishi,39.2667,141.8833,24.43,78,0,2.56,JP,1690297490
523,lugus,5.7036,120.8203,28.47,82,82,5.72,PH,1690297490
524,kourou,5.1552,-52.6478,31.03,61,92,3.33,GF,1690297491
525,taguatinga,-12.3857,-46.5711,31.86,24,0,3.19,BR,1690297491
526,papao,-17.75,-149.55,26.82,86,5,8.55,PF,1690297491
527,namibe,-15.1961,12.1522,19.16,76,94,3.87,AO,1690297492
528,princeville,45.7668,-61.2985,28.7,64,0,1.54,CA,1690297492
529,nemuro,43.3236,145.575,16.73,100,88,2.21,JP,1690297492
530,colac,-38.3333,143.5833,7.87,94,89,0.63,AU,1690297493
531,chui,-33.6971,-53.4616,12.79,92,99,4.93,UY,1690297493
532,coahuayana de hidalgo,18.7,-103.6583,27.95,75,90,1.27,MX,1690297493
533,pitimbu,-7.4706,-34.8086,29.33,64,100,6.95,BR,1690297494
534,sudogda,55.9539,40.8629,22.12,68,99,2.51,RU,1690297496
535,nova olimpia,-14.7972,-57.2881,33.74,22,0,3.09,BR,1690297501
536,sinan,34.8262,126.1086,27.06,88,99,4.58,KR,1690297502
537,al muwayh,22.4333,41.7583,39.16,9,86,9.23,SA,1690297502
538,aswan,24.0934,32.907,44.61,10,0,6.17,EG,1690297254
539,santiago de cao,-7.9589,-79.2392,22.07,83,75,3.09,PE,1690297503
540,elmali,36.7358,29.9177,30.67,17,0,4.68,TR,1690297503
541,salamanca,40.8333,-6.0,26.11,18,1,3.56,ES,1690297227
542,weyburn,49.6668,-103.8511,22.12,60,100,4.12,CA,1690297465
543,dumbraveni,46.2333,24.5667,31.72,27,76,4.39,RO,1690297504
544,biltine,14.5333,20.9167,38.11,22,100,5.59,TD,1690297505
545,egilsstadir,65.2653,-14.3948,8.95,81,75,5.66,IS,1690297505
546,turpan,42.9333,89.1667,38.67,10,23,1.19,CN,1690297506
547,pionerskiy,54.9508,20.2275,20.97,69,67,7.32,RU,1690297506
548,taybad,34.74,60.7756,35.73,11,0,9.84,IR,1690297506
549,grand falls-windsor,48.9332,-55.6649,29.72,57,0,4.13,CA,1690297507
550,roma,43.2128,-75.4557,26.06,76,20,0.0,US,1690297507
551,afif,23.9065,42.9172,38.78,8,100,6.04,SA,1690297507
552,lisieux,49.1667,0.1667,22.31,56,38,4.85,FR,1690297508
553,tortoli,39.9256,9.6572,34.12,37,0,1.88,IT,1690297508
554,san juan nepomuceno,9.9516,-75.082,30.34,62,95,5.73,CO,1690297281
555,naze,28.3667,129.4833,27.51,83,74,5.87,JP,1690297509
556,zomba,-15.386,35.3188,24.94,27,7,2.81,MW,1690297509
557,stolberg,50.7667,6.2333,18.23,74,100,2.86,DE,1690297510
558,strathmore,51.0501,-113.3852,22.19,68,5,2.06,CA,1690297510
559,south cleveland,35.1412,-84.8722,29.39,74,0,0.0,US,1690297511
560,ambatofinandrahana,-20.55,46.8,15.61,37,0,2.52,MG,1690297511
561,palamos,41.8484,3.1291,26.91,43,71,1.79,ES,1690297511
562,male,4.1748,73.5089,29.97,79,75,2.06,MV,1690297213
563,eagle mountain,40.3141,-112.0069,26.98,54,74,1.79,US,1690297512
564,kasane,-17.8167,25.15,30.05,15,0,7.72,BW,1690297512
565,saint-francois,46.4154,3.9054,16.69,67,75,8.23,FR,1690297512
566,ceeldheer,3.8488,47.1806,26.22,72,46,10.25,SO,1690297513
